datetime,National Hourly Demand,Northern Region Hourly Demand,Western Region Hourly Demand,Eastern Region Hourly Demand,Southern Region Hourly Demand,North-Eastern Region Hourly Demand
2019-02-05,143310.64291666666,40070.98333333333,47161.41041666667,15136.651666666667,39183.965833333335,1757.6312500000001
2019-02-06,142071.51249999998,38532.38625,46691.232083333336,15342.418749999999,39734.04958333333,1771.42375
2019-02-07,136204.68,33922.035416666666,45120.75625,15219.7975,40157.48291666667,1784.6095833333331
2019-02-08,138086.64541666667,35815.75541666667,45611.706666666665,14017.371666666666,40916.72791666666,1725.08375
2019-02-09,137575.51499999998,37240.80708333333,45293.86791666667,13505.507916666667,39940.78375,1594.5512500000002
2019-02-10,132728.50041666665,36098.95875,43959.60291666666,14285.045,36767.12416666667,1617.7695833333335
2019-02-11,137778.22874999998,36855.770833333336,45659.62541666667,14452.930416666668,39101.8575,1708.0458333333333
2019-02-12,141447.6775,37722.894166666665,47205.05333333334,14831.4975,39940.16458333333,1748.0708333333332
2019-02-13,142389.29208333333,37929.25625,47617.020416666666,14893.699166666665,40257.17916666667,1692.1358333333335
2019-02-14,140537.72583333333,36097.57083333333,46681.63958333334,15344.681666666665,40687.099583333336,1726.73625
2019-02-15,139539.23583333334,36177.597499999996,45230.38958333334,15161.53,41265.99291666666,1703.7241666666666
2019-02-16,137610.39708333332,36427.93208333333,44782.555,13825.363333333333,40883.53791666667,1691.0079166666667
2019-02-17,135623.64791666667,35532.34291666667,44719.46083333334,14055.519999999999,39830.815833333334,1485.51
2019-02-18,139814.85916666666,35935.63625,45891.861249999994,14518.86,41860.45541666667,1608.0454166666666
2019-02-19,142945.7925,36447.38791666667,46709.26708333333,14984.102916666665,43144.84875,1660.1845833333334
2019-02-20,144121.51583333334,36774.49833333333,47417.494166666664,15234.620833333334,43031.98166666667,1662.9204166666666
2019-02-21,144054.04,36303.50083333333,47675.4,15436.048333333332,42891.572916666664,1747.5166666666667
2019-02-22,145536.32625,37086.905,48153.47041666667,15763.571666666665,42811.43583333333,1720.9416666666666
2019-02-23,145078.87958333333,37256.587916666664,47840.01541666666,15600.852916666665,42663.997083333335,1717.4254166666667
2019-02-24,140503.08625,36436.87583333333,46531.848333333335,15304.235833333334,40623.84916666667,1606.2766666666666
2019-02-25,143009.98625,37321.356250000004,47137.364583333336,13899.265833333333,43056.39625,1595.6041666666667
2019-02-26,143323.88375,36953.68625,46679.885833333334,14267.230416666665,43748.46666666667,1674.6141666666665
2019-02-27,142487.71541666667,36325.43,46310.81916666666,13741.3525,44443.225,1666.8875
2019-02-28,143226.32749999998,37193.949166666665,46384.81208333333,13779.597916666666,44215.77375,1652.1937500000001
2019-03-01,144258.90708333332,37898.44541666666,46138.880000000005,14134.933749999998,44412.035833333335,1674.61125
2019-03-02,142789.31541666665,36294.29875,46241.37916666667,14711.437083333332,43825.88791666667,1716.3120833333332
2019-03-03,135952.11541666667,32811.2925,44758.35125,14547.842499999999,42171.10875,1663.5200000000002
2019-03-04,141331.33583333335,35143.496666666666,45530.792916666665,14815.989166666666,44123.60083333333,1717.4541666666667
2019-03-05,144981.42375,36278.635833333334,47138.5825,14918.154166666667,45003.20875,1642.8408333333334
2019-03-06,146309.54208333333,36963.12,47643.419583333336,15112.622916666667,44990.01624999999,1600.3616666666667
2019-03-07,147422.66291666668,37622.74458333333,48083.54083333333,15083.073750000001,44952.02833333333,1681.2758333333334
2019-03-08,148176.79333333333,38046.67625,48055.62791666667,15124.840833333334,45221.354166666664,1728.2933333333333
2019-03-09,146806.60458333333,37186.02416666666,47483.18708333333,15380.722083333334,45027.49833333333,1729.1729166666667
2019-03-10,142020.98958333334,36698.47666666666,46622.53041666667,15322.267916666666,41677.86208333333,1699.8529166666667
2019-03-11,147574.31166666668,37015.793750000004,47987.28833333333,16262.46875,44584.66166666666,1724.1016666666667
2019-03-12,150287.31625,38166.871250000004,48167.262083333335,16603.41375,45627.54083333333,1722.2266666666667
2019-03-13,150251.90375,38730.52916666667,47719.75416666667,16851.34375,45192.97125,1757.305
2019-03-14,149177.0375,37121.41541666666,47778.98,17008.926666666666,45455.74583333333,1811.9695833333333
2019-03-15,149177.94458333333,37718.214166666665,47405.31875,16331.580416666666,45965.363333333335,1757.4662500000002
2019-03-16,149285.81916666668,38369.97083333333,47952.965,16126.987500000001,45106.348333333335,1729.5470833333331
2019-03-17,143782.03541666668,37260.01583333333,46398.729166666664,15573.713333333333,42865.825000000004,1683.7533333333333
2019-03-18,147539.065,38694.864583333336,47085.05958333333,15320.37625,44757.37125,1681.3954166666665
2019-03-19,151975.395,39517.14125,48427.55625,16452.09625,45923.90791666667,1654.6933333333334
2019-03-20,136052.90125,34202.42291666667,39815.21375,15405.861666666666,45016.54791666666,1612.8541666666667
2019-03-21,135944.70166666666,34169.2275,39796.05541666666,15403.031666666668,44964.09416666667,1612.2945833333333
2019-03-22,141493.24958333335,34822.96875,43430.04666666667,15793.282916666665,45892.44,1554.51375
2019-03-23,146986.57666666666,36455.38041666667,46621.89708333334,16228.569583333332,46119.098333333335,1561.6329166666667
2019-03-24,145769.00875,36744.00916666666,46823.62791666667,16269.689583333333,44255.61791666667,1676.0666666666666
2019-03-25,150100.13083333333,37600.291666666664,48257.14124999999,16895.965416666666,45625.20458333333,1721.529166666667
2019-03-26,151979.16083333333,37922.77458333333,49623.68125,16275.405,46503.55416666667,1653.74875
2019-03-27,154369.67833333332,38990.462916666664,50136.620416666665,16977.864583333332,46658.00625,1606.7241666666666
2019-03-28,155713.75708333333,39601.245,50372.75166666667,17476.389166666668,46552.730833333335,1710.6408333333331
2019-03-29,157536.42291666666,40591.78625,50314.46458333333,18083.829999999998,46696.87541666667,1849.4666666666665
2019-03-30,157158.2775,40580.613333333335,50265.348333333335,18110.260833333334,46339.60791666667,1862.4491666666665
2019-03-31,148745.83458333332,37642.26458333333,48100.92249999999,17624.469583333335,43992.30291666667,1385.8774999999998
2019-04-01,150890.55000000002,38866.431666666664,49143.30833333333,16200.518333333333,45242.69166666667,1437.5983333333334
2019-04-02,155019.33333333334,39877.13333333333,50044.91083333333,17849.127083333333,45800.74125,1447.4216666666669
2019-04-03,157915.77958333332,40523.417083333334,50602.66916666667,18780.344166666666,46514.34333333333,1495.0054166666666
2019-04-04,158984.59791666668,40853.49125,51060.64124999999,19350.135,46098.11625,1622.21375
2019-04-05,156747.96958333332,41080.71375,49550.21833333333,19085.013750000002,45412.71916666667,1619.3062499999999
2019-04-06,153370.17875,41140.20958333334,49755.3475,16771.755,43952.5525,1750.3145833333335
2019-04-07,143707.40333333335,37425.567083333335,48638.53375,14523.610833333332,41581.135416666664,1538.5545833333333
2019-04-08,151184.53916666665,38798.38208333334,50580.24291666667,15983.359166666667,44197.90791666667,1624.6454166666665
2019-04-09,153931.77416666667,41140.39333333333,51107.7575,15282.987083333333,44809.049999999996,1591.5858333333333
2019-04-10,156358.275,41942.96,51562.51500000001,16003.133333333333,45109.85125,1739.8141666666668
2019-04-11,157141.10666666666,41941.01583333333,51682.02458333334,18017.549583333333,43717.19,1783.32625
2019-04-12,158235.51583333334,41676.53833333334,51481.676666666666,18476.28583333333,44703.91291666666,1897.1020833333332
2019-04-13,157873.05208333334,41618.160416666666,51365.36625,18235.834583333333,44694.95916666667,1958.7325
2019-04-14,152456.8175,40315.378333333334,49535.24833333333,17924.842500000002,42942.07666666667,1739.2700000000002
2019-04-15,157107.685,41522.43625,50730.043333333335,18722.647916666665,44520.230416666665,1612.32875
2019-04-16,148041.60874999998,34214.354166666664,48195.92333333333,18832.534166666668,45239.53833333333,1559.2608333333335
2019-04-17,140738.70916666667,31841.608333333334,45775.02166666667,17186.812916666666,44665.769583333335,1269.4950000000001
2019-04-18,142888.15875,34154.93916666667,48297.62291666667,17777.594166666666,40983.49916666667,1674.5020833333335
2019-04-19,145149.81958333333,36707.30375,48293.544583333336,17452.981666666667,40926.807916666665,1769.1820833333334
2019-04-20,148379.51083333333,38291.61666666667,49473.670000000006,17712.12,41198.550833333335,1703.5541666666668
2019-04-21,143762.60416666666,38060.114583333336,48602.80375,17065.056249999998,38417.449166666665,1617.1833333333334
2019-04-22,150635.07,40859.11708333334,50636.2275,17664.655,39793.40125,1681.6725
2019-04-23,154057.37,43985.08375,50169.45208333334,17734.01916666667,40336.01833333333,1832.7970833333331
2019-04-24,157075.74916666668,44116.87583333333,51529.479166666664,18446.42583333333,41115.94875,1867.0183333333334
2019-04-25,162995.81458333333,46041.35125,52371.945,19837.93625,42782.784999999996,1961.795
2019-04-26,164324.19583333333,46415.375,52885.62791666667,19478.181249999998,43485.027083333334,2059.9841666666666
2019-04-27,162665.57,45192.065833333334,52680.348750000005,19548.101666666666,43357.36208333333,1887.6908333333333
2019-04-28,157462.81541666665,43817.708333333336,51985.05291666667,19144.48083333333,40913.805,1601.7691666666667
2019-04-29,164032.06916666668,47128.93208333334,52989.43125,19671.60875,42618.512083333335,1623.5874999999999
2019-04-30,164484.22125,48419.582083333335,53262.079999999994,19434.32375,41764.63416666666,1603.6008333333332
2019-05-01,155774.03166666665,48290.90541666667,50613.29083333333,18394.41375,37005.746666666666,1469.6745833333334
2019-05-02,157813.40708333332,46099.24291666667,51909.59583333333,18576.635,39610.87208333333,1617.0620833333332
2019-05-03,153131.84458333332,44523.2425,50779.53791666666,14808.735833333332,41377.4425,1642.8866666666665
2019-05-04,154083.96541666667,47146.90375,50585.71791666667,13749.957499999999,41359.525416666664,1241.8583333333333
2019-05-05,152317.35708333334,45192.03041666667,49664.43541666667,15916.389583333332,40247.355833333335,1297.1454166666665
2019-05-06,160059.86458333334,47336.2925,51209.00208333333,17079.486666666668,42818.85041666667,1616.2320833333333
2019-05-07,163363.85541666666,49073.61916666667,51612.88958333334,18208.258333333335,42771.30583333333,1697.7849999999999
2019-05-08,165567.66875,50987.85666666667,51561.294583333336,19379.357083333332,41882.82916666667,1756.33
2019-05-09,166487.27833333335,51626.111666666664,51219.861666666664,19755.250833333335,42147.496666666666,1738.5591666666667
2019-05-10,166899.28333333333,50995.770416666666,51000.37125,20041.358333333334,43123.504583333335,1738.2775
2019-05-11,164910.44916666666,49757.06666666667,50445.200000000004,19984.274583333336,42970.42458333333,1753.48625
2019-05-12,159040.82375,48260.73333333334,49374.99833333333,19570.580416666668,40214.135,1620.3779166666666
2019-05-13,161051.5525,48494.940833333334,50655.23333333334,19128.683333333334,41343.16416666667,1429.5308333333332
2019-05-14,160179.00333333333,47711.856250000004,50959.53541666667,18207.671666666665,41741.848333333335,1558.0900000000001
2019-05-15,161311.39208333334,48012.237916666665,51079.512500000004,18296.264166666664,42268.03416666667,1655.3454166666668
2019-05-16,161720.57749999998,47416.151249999995,51271.34416666667,19060.048333333332,42224.21875,1748.8162499999999
2019-05-17,160978.7175,45405.518749999996,51163.96583333333,20113.443750000002,42629.01375,1666.7749999999999
2019-05-18,158003.18,43348.50708333334,50753.40208333333,20396.354583333334,41800.84541666667,1704.0691666666664
2019-05-19,157034.65708333332,45746.55416666667,49261.39041666667,19862.986249999998,40482.28,1681.4445833333332
2019-05-20,164849.58333333334,48582.43583333333,51771.21166666667,20320.097083333334,42325.12,1850.7179166666667
2019-05-21,168409.48416666666,50553.670000000006,52763.81541666667,20140.465,43080.2125,1871.32
2019-05-22,169241.98166666666,51911.90416666667,52517.63625,19793.19875,43142.17916666667,1877.0629166666668
2019-05-23,169837.70458333334,52100.41208333333,53507.01499999999,19030.83875,43420.08666666666,1779.3525
2019-05-24,163910.35666666666,47816.574583333335,52772.105416666665,19773.64,41820.79708333333,1727.2404166666665
2019-05-25,162490.75583333333,48848.17249999999,52004.05666666667,18737.75,41212.619166666664,1688.155
2019-05-26,158710.41833333333,48599.75041666667,50515.56166666667,18515.254166666666,39307.08458333334,1772.7683333333334
2019-05-27,166810.13875,51362.46708333333,52126.77666666667,20251.000833333335,41323.855416666665,1746.0341666666666
2019-05-28,171125.89375000002,52903.94416666666,52865.28958333333,20430.34375,43032.63,1893.6866666666667
2019-05-29,171534.82208333333,54476.45875,52737.91541666666,20281.240833333333,42008.00541666667,2031.1983333333335
2019-05-30,172612.38333333333,56216.47583333333,53061.94041666667,19441.523333333334,42017.28208333333,1875.1620833333334
2019-05-31,170907.50166666668,55893.40583333333,52376.39124999999,18459.24,42365.52375,1812.9437500000001
2019-06-01,169589.30916666667,56054.72291666667,51721.0875,19027.937916666666,40878.99916666667,1906.5608333333332
2019-06-02,163011.68291666667,54904.30958333333,49966.06625,17600.559583333332,38567.472499999996,1973.2754166666666
2019-06-03,162048.95458333334,53933.481250000004,51307.080416666664,17299.065833333334,37605.64041666667,1903.6883333333333
2019-06-04,166103.09833333333,54512.11583333334,51612.420000000006,18621.943750000002,39557.94416666667,1798.6741666666667
2019-06-05,169320.35624999998,57480.792916666665,51563.37208333333,18406.145,39876.54041666666,1993.505
2019-06-06,165575.32875000002,55332.667916666665,51846.15208333333,18019.010833333334,38277.60125,2099.895
2019-06-07,163212.25375,53009.979583333334,51201.37583333333,18071.01125,38913.30125,2016.5841666666665
2019-06-08,164663.15541666668,55866.70041666667,50338.90458333333,18362.585833333334,38106.31083333333,1988.6541666666665
2019-06-09,162579.83083333334,55090.21666666667,49550.892499999994,19046.209583333333,36900.00625,1992.505
2019-06-10,167855.915,57471.91541666666,50737.28041666667,19488.76958333333,38074.84083333333,2083.1091666666666
2019-06-11,170643.12791666665,58632.28958333333,51265.37875,19578.699583333335,38995.63,2171.1275
2019-06-12,163234.83625,53210.52208333334,49736.19041666667,19243.122916666667,38755.255,2289.745
2019-06-13,161072.59041666667,56300.48416666667,46063.53333333333,17489.53875,38916.392916666664,2302.6404166666666
2019-06-14,169264.85291666668,60024.143749999996,47435.17083333334,20191.042083333334,39543.15791666667,2071.3370833333333
2019-06-15,167859.63583333333,58638.33958333333,47854.22458333333,19396.384583333333,39903.347916666666,2067.34125
2019-06-16,159284.0325,53337.206249999996,45998.07125,18965.228333333333,38970.81291666667,2012.7133333333334
2019-06-17,162352.00333333333,53051.44041666667,47322.47458333333,19534.715833333332,40379.71958333333,2063.653333333333
2019-06-18,159271.03,48597.730833333335,47524.82208333333,19539.584583333333,41388.932916666665,2219.960416666667
2019-06-19,163137.86791666667,52081.15791666667,46692.25875,19966.694583333334,42181.652916666666,2216.1041666666665
2019-06-20,163661.48791666667,52369.07041666666,47825.75291666667,19862.007916666666,41322.793333333335,2281.8629166666665
2019-06-21,165101.50583333333,55290.23708333333,48255.075833333336,18651.695416666666,40738.85125,2165.650416666667
2019-06-22,161223.5225,56182.27416666667,46889.00875,16991.302916666667,38966.604583333334,2194.3316666666665
2019-06-23,155027.80041666667,54660.50375,44385.89916666667,17749.79375,36076.8325,2154.7712500000002
2019-06-24,159753.89375,54568.4175,45262.01666666666,19656.580416666668,38092.7425,2174.134583333333
2019-06-25,164300.51083333333,56707.93458333333,46169.684166666666,20472.73083333333,38787.0575,2163.1054166666668
2019-06-26,165910.14666666667,59116.54,46369.32375,19643.42125,38809.269583333335,1971.5912500000002
2019-06-27,167086.17500000002,59653.78708333333,46876.0375,19362.950833333332,39251.567083333335,1941.8316666666667
2019-06-28,165741.32208333333,60995.119999999995,44832.135833333334,18528.947083333333,39447.2325,1937.8862499999998
2019-06-29,164393.63208333333,61623.76666666666,43604.71833333333,18417.709583333333,38709.86708333334,2037.5695833333332
2019-06-30,156800.15791666668,60241.91416666666,41012.55458333334,17686.939583333333,35687.652500000004,2171.0983333333334
2019-07-01,161103.1225,62082.31375,42406.15583333333,17330.888750000002,37104.167916666665,2179.595
2019-07-02,160375.70166666666,61086.15708333333,42316.90083333333,16885.162916666668,37949.56125,2137.9220833333334
2019-07-03,162357.02583333335,62043.61208333333,42000.53166666667,17606.977916666667,38522.03125,2183.874166666667
2019-07-04,161911.51541666666,59921.91458333333,41968.56083333333,18701.006250000002,39027.260416666664,2292.77375
2019-07-05,158546.26291666666,56926.85,41680.762500000004,18887.345416666667,38788.402083333334,2262.905
2019-07-06,153888.33791666667,54473.25625,41526.38916666667,17834.01625,38016.06083333333,2038.6170833333333
2019-07-07,147680.32666666666,53379.55583333334,40122.46,16349.079166666668,36010.79541666667,1818.4350000000002
2019-07-08,155889.37083333332,56068.07791666667,42529.212916666664,17220.895416666666,38243.958333333336,1827.2295833333335
2019-07-09,155017.28333333333,52724.86916666667,43734.42125000001,17237.517083333332,39384.245416666665,1936.2316666666666
2019-07-10,155979.995,52977.949583333335,44719.895833333336,17699.40875,38706.214583333334,1876.5254166666666
2019-07-11,154999.69208333333,52366.30583333334,45519.349166666674,16570.22375,38702.68583333333,1841.1245833333332
2019-07-12,158865.88999999998,53421.715416666666,46592.78541666667,17284.38708333333,39724.4075,1842.5925
2019-07-13,157932.67791666667,52968.057499999995,46855.19458333333,17251.649166666666,38948.05583333333,1909.7204166666668
2019-07-14,151732.78208333332,50360.93083333334,45831.48416666666,17357.232083333332,36413.47708333333,1769.6575
2019-07-15,153863.69749999998,49562.78916666666,47248.5825,17872.14125,37389.747500000005,1790.4379166666668
2019-07-16,155752.29666666666,45889.371666666666,49483.935,19501.244166666667,39037.88125,1839.8654166666665
2019-07-17,159311.33166666667,47542.511666666665,50301.855416666665,19319.127083333333,40173.64916666666,1974.1883333333335
2019-07-18,161707.93125,49313.552083333336,50408.68125,20342.094583333335,39578.31208333333,2065.2933333333335
2019-07-19,162154.43333333332,52062.79541666666,49878.46125,20017.617083333334,38042.354166666664,2153.2062499999997
2019-07-20,160527.96875,53403.98375000001,48553.47541666666,20337.147083333333,36103.24958333333,2130.110833333333
2019-07-21,154289.55000000002,52739.925833333335,45364.017499999994,19975.13375,34235.559583333335,1974.9120833333334
2019-07-22,160249.74916666668,56065.7125,47531.64708333334,19989.669166666667,34701.97625,1960.7470833333334
2019-07-23,163871.80041666667,58132.29125,49338.229583333334,19654.902916666666,34816.15791666667,1930.2220833333333
2019-07-24,164564.32666666666,58312.52541666667,48971.84166666667,18716.935416666667,36611.39791666667,1951.6241666666667
2019-07-25,154769.10416666666,51612.56416666667,46931.817083333335,18293.849583333333,35853.25875,2077.6158333333333
2019-07-26,149301.15041666667,49975.83541666667,45062.44458333333,18399.966666666667,33795.019166666665,2067.884583333333
2019-07-27,144074.09458333332,47356.115,43785.435,17909.100000000002,33001.004583333335,2022.4383333333333
2019-07-28,137977.52666666667,45574.72583333333,42345.71916666667,17295.80791666667,30731.149166666666,2030.1258333333333
2019-07-29,144436.05708333335,50740.99291666667,42150.184166666666,17141.4325,32360.850833333334,2042.5962499999998
2019-07-30,148336.99875,54036.849583333336,40510.995833333334,18221.859583333335,33412.045,2155.249166666667
2019-07-31,152481.59333333335,54031.182499999995,39623.611666666664,19194.909166666668,37553.6975,2078.1929166666664
2019-08-01,153522.64125000002,54482.33791666667,39695.245833333334,19493.895,37740.885,2110.2774999999997
2019-08-02,151085.08333333334,52192.18666666667,40589.270416666666,19528.122916666667,36596.14083333333,2179.3629166666665
2019-08-03,148275.635,51041.03916666666,40042.82541666667,19632.874166666665,35320.2125,2238.6858333333334
2019-08-04,145236.80708333335,51286.23541666666,38435.07041666667,19412.205833333333,33910.32708333333,2192.9679166666665
2019-08-05,153817.09125,54899.700000000004,40759.82583333333,19981.2225,35884.10041666667,2292.244166666667
2019-08-06,150320.2825,52064.45875,41529.4575,19509.58166666667,34935.79125,2280.9933333333333
2019-08-07,145525.85874999998,50743.392499999994,41569.244166666664,17198.270416666666,33796.2075,2218.7458333333334
2019-08-08,144987.24708333335,53153.942500000005,40511.85916666667,15928.08,33210.21958333333,2183.1445833333332
2019-08-09,144969.90625,51198.464166666665,39231.457083333335,18324.65625,33930.86583333334,2284.4620833333333
2019-08-10,148638.06166666668,52857.145,39032.11041666667,19729.059583333332,34715.32083333333,2304.4258333333332
2019-08-11,149070.03708333333,53542.27916666667,39307.66625,19527.101666666666,34331.17833333334,2361.8129166666668
2019-08-12,155870.73875,56615.348750000005,41302.380833333336,18935.670833333334,36804.895416666666,2212.4424999999997
2019-08-13,153928.95249999998,54477.730416666665,42273.292916666665,17721.684583333332,37346.29833333333,2109.9441666666667
2019-08-14,150127.73333333334,52107.517499999994,40594.785833333335,17832.164583333335,37410.2325,2183.0333333333333
2019-08-15,137279.37916666668,47671.06083333333,34566.82541666667,17744.678333333333,35231.847916666666,2064.9683333333332
2019-08-16,144923.53,48164.11083333333,37865.74958333333,18933.68,37873.954999999994,2086.0354166666666
2019-08-17,142139.98083333333,43741.06208333333,40967.067083333335,18503.326250000002,36624.94708333333,2303.58
2019-08-18,135123.7525,39936.78166666667,40910.43041666666,17325.084166666667,34796.018749999996,2155.4379166666668
2019-08-19,144471.31083333332,45470.76666666666,42504.612916666665,18075.0225,36248.53958333333,2172.366666666667
2019-08-20,150216.87125,49258.901666666665,43101.870416666665,19117.632916666666,36515.51125,2222.9558333333334
2019-08-21,153986.92583333334,51092.48541666666,43546.94666666666,20451.178333333333,36632.85666666667,2263.4587500000002
2019-08-22,154152.38166666668,51612.89166666666,43850.81125,20509.145,35832.99083333334,2346.5429166666668
2019-08-23,155769.0741666667,54535.93083333334,44081.64083333333,19397.81625,35510.760833333334,2242.9241666666667
2019-08-24,152266.7525,53335.53541666667,42531.979166666664,18323.46125,35901.682916666665,2174.094583333333
2019-08-25,146164.68833333332,49876.90583333333,41807.65333333333,17533.507083333334,34756.455,2190.1683333333335
2019-08-26,153260.17416666666,52090.6975,43247.18666666667,18280.46416666667,37365.980833333335,2275.844583333333
2019-08-27,159863.78291666668,56094.68125,43305.394583333335,18944.27875,39153.56125,2365.8675
2019-08-28,163300.77333333335,57806.701250000006,43521.41458333333,19318.621666666666,40416.3525,2237.6820833333336
2019-08-29,165268.11125,57776.20875,44562.27125,19443.936666666665,41136.864166666666,2348.83
2019-08-30,164733.05250000002,57181.05958333333,44547.23375000001,19937.02625,40707.1875,2360.5416666666665
2019-08-31,162517.07458333333,57879.239166666666,43662.902083333334,20049.385416666668,38713.4175,2212.1304166666664
2019-09-01,150735.68208333335,52869.986249999994,41309.56083333333,19302.983333333334,35002.822916666664,2250.3279166666666
2019-09-02,150533.22541666668,54451.517499999994,40477.68583333333,19334.1975,34038.316666666666,2231.5070833333334
2019-09-03,155727.93708333335,57002.72125,42205.04583333333,19216.454166666666,35044.294583333336,2259.4233333333336
2019-09-04,155736.70958333332,56830.62416666667,41989.73458333333,19209.34833333333,35448.18875,2258.813333333333
2019-09-05,155909.15666666665,55819.655,42166.837916666664,19391.170833333334,36343.324166666665,2188.17125
2019-09-06,158169.77291666667,56194.105416666665,42539.566666666666,19580.869583333333,37566.62,2288.61125
2019-09-07,155744.27291666667,55646.71833333333,42159.15916666667,18659.960000000003,36994.25666666667,2284.1766666666667
2019-09-08,150016.14958333332,54116.07958333333,40018.730416666665,17920.486666666668,35827.754166666666,2133.0983333333334
2019-09-09,152819.26791666666,55047.26666666666,40478.808750000004,18382.67541666667,36751.92083333333,2158.5987499999997
2019-09-10,161757.00416666668,58877.18833333333,41267.76291666667,19214.903333333332,40171.49791666667,2225.65125
2019-09-11,161070.72291666668,58776.30541666667,41262.5575,19454.629166666666,39351.044583333336,2226.1858333333334
2019-09-12,157601.86708333335,59800.817083333335,39164.33583333334,18726.741666666665,37731.4275,2178.5454166666664
2019-09-13,156632.48625,57552.42791666667,40105.57666666667,18610.409166666668,38358.66583333333,2005.405
2019-09-14,156924.58958333332,56911.07083333333,40803.888750000006,19064.619166666667,38097.754166666666,2047.256666666667
2019-09-15,152391.82416666666,54865.70458333333,40221.909583333334,19344.3225,35879.808750000004,2080.07875
2019-09-16,157719.5425,56199.33583333334,42382.346249999995,19691.351666666666,37429.53916666666,2016.9662500000002
2019-09-17,155730.53833333333,55755.14208333333,42362.92458333333,18777.029583333333,36686.00625,2149.434583333333
2019-09-18,151291.28125,53882.517916666664,42156.825833333336,17897.095416666667,35217.181666666664,2137.66125
2019-09-19,150768.15416666665,52282.22833333333,42195.76291666667,19305.434583333332,34767.40625,2217.3195833333334
